repo,pr_number,convo_start_id,review_category,category,comment,emotion,question,evaluation,suggestion,grade,human_emotion,human_question,human_evaluation,human_suggestion
wso2/carbon-identity-framework,7460,2393435769,Agent_Review_Human,ARH,"The test is using `DIFFERENT_CONTEXT_ID` to retrieve the context but expects the context identifier to be `CONTEXT_ID`. This assertion should compare against `DIFFERENT_CONTEXT_ID` to match the retrieval parameter, or the test logic needs to be corrected to reflect the expected behavior.
```suggestion
        FlowExecutionContext expectedContext = new FlowExecutionContext();
        expectedContext.setContextIdentifier(DIFFERENT_CONTEXT_ID);
        expectedContext.setTenantDomain(TENANT_DOMAIN);
        expectedContext.setFlowType(FLOW_TYPE);
        expectedContext.setGraphConfig(new GraphConfig());
        doReturn(expectedContext).when(jdbcTemplate).fetchSingleRecord(contains(""SELECT""), any(), any());

        FlowExecutionContext actualContext = flowContextStoreDAO.getContext(DIFFERENT_CONTEXT_ID);

        assertNotNull(actualContext);
        assertEquals(actualContext.getContextIdentifier(), DIFFERENT_CONTEXT_ID);
```",1,0,1,1,IV,,,,
sakaiproject/sakai,14006,2289259961,Agent_Review_Human,ARH,"_ Verification agent_

<details>
<summary> Analysis chain</summary>

**API profile: verify intent and module set (includes impl/HBM modules).**

The profile id api contains a mix of pure APIs and implementation/persistence modules (e.g., lessonbuilder/hbm, oauth/dao-hbm, sections-impl/.../model, sitestats-impl-hib, samigo-services). If the goal is to produce a publishable API surface for Central, consider either:
- limiting the profile strictly to API artifacts, or
- renaming to something like api-aggregate to reflect its broader scope.

At minimum, please verify every listed path actually resolves to a module with a pom.xml and that the packaging aligns with your publishing goals (jar vs pom/war). Also ensure no modules in this set depend on SNAPSHOTs when used together with the central-publishing profile.


Run this script from repo root to validate module paths and packaging for the api profile:

---

 Script executed:

```shell
#!/bin/bash
set -euo pipefail
mods=$(awk 'BEGIN{in_api=0;in_mod=0}
  /<profile>/{p=1}
  p && /<id>api<\/id>/{in_api=1}
  in_api && /<modules>/{in_mod=1; next}
  in_mod && /<\/modules>/{in_mod=0; exit}
  in_mod && match($0, /<module>([^<]+)<\/module>/, a){print a[1]}' pom.xml)

missing=0
while IFS= read -r m; do
  [ -z ""$m"" ] && continue
  if [ ! -f ""$m/pom.xml"" ]; then
    echo ""MISSING: $m/pom.xml""
    missing=1
  else
    pkg=$(grep -m1 -oP '(?<=<packaging>)[^<]+' ""$m/pom.xml"" || true)
    pkg=${pkg:-jar}
    echo ""OK: $m (packaging=$pkg)""
  fi
done <<< ""$mods""
exit $missing
```

Length of output: 31453

---

This will flag any modules in the `api` profile whose POMs reference `-SNAPSHOT` versions. Once youve confirmed there are no SNAPSHOT dependencies, you can safely publish or rename the profile as discussed.

---

 Script executed:

```shell
#!/usr/bin/env bash
set -euo pipefail

# Extract all modules in the 'api' profile
mods=$(awk 'BEGIN{in_api=0;in_mod=0}
  /<profile>/{p=1}
  p && /<id>api<\/id>/{in_api=1}
  in_api && /<modules>/{in_mod=1; next}
  in_mod && /<\/modules>/{in_mod=0; exit}
  in_mod && match($0, /<module>([^<]+)<\/module>/, a){print a[1]}' pom.xml)

snapshot_found=0

# Scan each module POM for any SNAPSHOT versions
while IFS= read -r module; do
  [ -z ""$module"" ] && continue
  if grep -RPq ""<version>.*-SNAPSHOT"" ""$module/pom.xml""; then
    echo ""SNAPSHOT dependency detected in: $module/pom.xml""
    snapshot_found=1
  fi
done <<< ""$mods""

exit $snapshot_found
```

Length of output: 30807

---



</details>

**Remove SNAPSHOT Dependencies from the api Profile**

The API profile currently includes published modules whose POMs reference `-SNAPSHOT` versions, which will prevent a clean Central publish. All modules under `<profile> id=api` were scanned and each one contains at least one `<version>-SNAPSHOT</version>` entry.  

Please update or remove these `-SNAPSHOT` references before proceeding. For example:  
- reset-pass/account-validator-api/pom.xml  
- common/archive-api/pom.xml  
- content/content-bundles/pom.xml  
- oauth/dao-hbm/pom.xml  
- lessonbuilder/hbm/pom.xml  
- and every other module listed in the `api` profile  

Actions:  
- Replace `-SNAPSHOT` versions with the intended released versions.  
- If a stable release is not yet available, consider moving unstable modules out of this profile or renaming the profile (e.g., to `api-aggregate`) to avoid accidental Central publication.  

Once all `-SNAPSHOT` entries are removed (re-run the verification script to confirm exit 0), this profile will be ready for publishing.

<details>
<summary> Prompt for AI Agents</summary>

```
In pom.xml around lines 252 to 357 the ""api"" profile includes many modules whose
POMs reference -SNAPSHOT versions which blocks Central publishing; inspect each
listed module's pom.xml (examples: reset-pass/account-validator-api,
common/archive-api, content/content-bundles, oauth/dao-hbm, lessonbuilder/hbm,
etc.), replace any -SNAPSHOT version tags with the intended released version (or
update parent/dependency versions to the released coordinate), and if no
released version exists either remove that module from this profile or rename
the profile (e.g., to api-aggregate) to prevent accidental publish; after
changes re-run the snapshot verification script to confirm no -SNAPSHOT entries
remain.
```

</details>

<!-- fingerprinting:phantom:triton:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",1,0,1,1,IV,1,0,1,1
OneKeyHQ/app-monorepo,7367,2099162460,Agent_Review_Human,ARH,"_ Nitpick (assertive)_

**Duplicate vault fields**

Both `morphoVault` and `vault` carry `provider.vault`. Unless the API expects two separate values, one is enough.

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/kit/src/views/Staking/pages/ClaimOptions/index.tsx between lines 58
and 61, the object includes duplicate fields morphoVault and vault both assigned
to provider.vault. Remove one of these fields to avoid redundancy, keeping only
the one that aligns with the API's expected property name.
```

</details>

<!-- This is an auto-generated comment by CodeRabbit -->",1,0,1,1,IV,,,,
wso2/carbon-identity-framework,7580,2468694604,Agent_Review_Human,ARH,"The `connection.getMetaData().getDatabaseProductName()` call will be executed even if `driver.contains(""db2"")` is true due to the OR operator not short-circuiting when the metadata call might throw an exception. Consider checking the driver first in a separate condition, or ensure the metadata call happens only when necessary to avoid unnecessary metadata retrieval.
```suggestion
            } else if (driver.contains(""db2"")) {
                databaseType = ""DB2"";
            } else {
                // Check database product name for DB2 only if driver does not indicate DB2.
                String dbProductName = connection.getMetaData().getDatabaseProductName();
                if (dbProductName != null && dbProductName.contains(""DB2"")) {
                    databaseType = ""DB2"";
                }
```",1,0,1,1,IV,,,,
appwrite/appwrite,10340,2286487849,Agent_Review_Human,ARH,"_ Verification agent_

<details>
<summary> Analysis chain</summary>

**Flutter SDK version bump looks good; please verify pub.dev release and docs entry**

All references for Flutter remain consistent; only the version string changed. To avoid config pointing to an unpublished version, verify pub.dev shows 17.1.1 and that the docs changelog includes an entry for it.


Run this script:

---

 Script executed:

```shell
#!/bin/bash
set -euo pipefail

expected_flutter=""17.1.1""

echo ""Checking pub.dev for Flutter package 'appwrite'...""
actual_flutter=""$(curl -s https://pub.dev/api/packages/appwrite | jq -r '.latest.version')""
echo ""pub.dev latest: $actual_flutter""
if [[ ""$actual_flutter"" != ""$expected_flutter"" ]]; then
  echo ""Mismatch: expected $expected_flutter, got $actual_flutter""
  exit 1
fi
echo ""OK: Flutter version matches $expected_flutter""

# Optional: verify docs changelog contains the version header (path derived from this file)
if [[ -f docs/sdks/flutter/CHANGELOG.md ]]; then
  if rg -nP ""^\s*##\s*$expected_flutter\b"" docs/sdks/flutter/CHANGELOG.md > /dev/null; then
    echo ""OK: docs/sdks/flutter/CHANGELOG.md has entry for $expected_flutter""
  else
    echo ""WARN: docs/sdks/flutter/CHANGELOG.md missing entry for $expected_flutter""
    exit 2
  fi
else
  echo ""NOTE: docs/sdks/flutter/CHANGELOG.md not present in this repo checkout.""
fi
```

Length of output: 440

---



</details>

**Flutter SDK version 17.1.1 not published on pub.dev**  
The bump in app/config/platforms.php (line 63) points to 17.1.1, but pub.devs latest for the Appwrite Flutter package is still 17.1.0. Please:

- Confirm that version 17.1.1 is published on pub.dev (currently shows 17.1.0).  
- If it isnt yet released, revert this bump or delay merging until the new version is live.  
- Once 17.1.1 is published, add a ## 17.1.1 entry to docs/sdks/flutter/CHANGELOG.md.

<details>
<summary> Prompt for AI Agents</summary>

```
In app/config/platforms.php around line 63, the Flutter SDK version was bumped
to '17.1.1' but pub.dev currently lists 17.1.0; confirm whether 17.1.1 is
published on pub.dev, and if it is not, revert the change back to 17.1.0 or hold
merging until 17.1.1 is live; after the package is published, update this file
to 17.1.1 (if reverted) and add a ""## 17.1.1"" entry to
docs/sdks/flutter/CHANGELOG.md documenting the release.
```

</details>

<!-- fingerprinting:phantom:poseidon:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",1,1,1,1,IV,,,,
woocommerce/woocommerce,59757,2218680270,Agent_Review_Human,ARH,"_️ Refactor suggestion_

**Add type validation for spacing values.**

The method should validate input types more thoroughly to prevent potential errors with unexpected data structures.



```diff
 private function convert_spacing_values( $spacing_values ) {
+	if ( ! is_string( $spacing_values ) && ! is_array( $spacing_values ) ) {
+		return $spacing_values;
+	}
+	
 	if ( is_string( $spacing_values ) ) {
 		return $this->convert_to_px_size( $spacing_values );
 	}

+	if ( ! is_array( $spacing_values ) ) {
+		return array();
+	}
+
 	$px_values = array();

 	foreach ( $spacing_values as $side => $value ) {
 		if ( is_string( $value ) ) {
 			$px_values[ $side ] = $this->convert_to_px_size( $value );
+		} else {
+			$px_values[ $side ] = $value;
 		}
 	}

 	return $px_values;
 }
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
	private function convert_spacing_values( $spacing_values ) {
		// Guard against invalid types
		if ( ! is_string( $spacing_values ) && ! is_array( $spacing_values ) ) {
			return $spacing_values;
		}

		if ( is_string( $spacing_values ) ) {
			return $this->convert_to_px_size( $spacing_values );
		}

		// At this point we know it's not a string; if it's not an array, bail out
		if ( ! is_array( $spacing_values ) ) {
			return array();
		}

		$px_values = array();

		foreach ( $spacing_values as $side => $value ) {
			if ( is_string( $value ) ) {
				$px_values[ $side ] = $this->convert_to_px_size( $value );
			} else {
				// Preserve non-string values as-is
				$px_values[ $side ] = $value;
			}
		}

		return $px_values;
	}
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/php/email-editor/src/Engine/class-site-style-sync-controller.php
around lines 325 to 339, the convert_spacing_values method lacks thorough type
validation for its input, which may cause errors with unexpected data types. Add
explicit checks to ensure $spacing_values is either a string or an array before
processing; if it is an array, validate that each element is a string before
converting. If the input does not meet these criteria, handle it gracefully,
such as returning a default value or throwing an exception.
```

</details>

<!-- fingerprinting:phantom:poseidon:panther -->

<!-- This is an auto-generated comment by CodeRabbit -->

 Addressed in commit 872b5ae",1,0,1,1,IV,,,,
Consensys/teku,9712,2234806030,Agent_Review_Human,ARH,"### Bug: Unnecessary Optional Usage Masks Data Corruption

The `getEarliestAvailableSlot()` method in `StatusMessageFulu` uses `Optional.ofNullable()` for a field that is guaranteed to be non-null. The `earliestAvailableSlot` is required by the constructor and its presence is enforced by `StatusMessageSchemaFulu` via `Preconditions.checkArgument`. Using `Optional.of()` is more appropriate as `getField5().get()` will never return null for SSZ fields, and it would prevent hiding potential data corruption.

<details>
<summary>Locations (1)</summary>

- [`ethereum/spec/src/main/java/tech/pegasys/teku/spec/datastructures/networking/libp2p/rpc/status/versions/fulu/StatusMessageFulu.java#L103-L106`](https://github.com/Consensys/teku/blob/c04bab70a2db20c9807696a77d47dafd2d630b87/ethereum/spec/src/main/java/tech/pegasys/teku/spec/datastructures/networking/libp2p/rpc/status/versions/fulu/StatusMessageFulu.java#L103-L106)

</details>

[![Fix in Cursor](https://cursor.com/fix-in-cursor.svg)](https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OjVlNTQ2M2M3LWY1NzEtNDE2OS1iYmMyLTg5ZDYwNDFjZjliNSIsImVuY3J5cHRpb25LZXkiOiJPRGNJMUdyMTY5b2NlQkdMYnNLN1lERW1QSGRwSzZhLWRuX3NWNVZWTmE0IiwiYnJhbmNoIjoic3RhdHVzLW1zZyJ9LCJpYXQiOjE3NTM2ODI5OTIsImV4cCI6MTc1NDI4Nzc5Mn0.RPEgsKInlCGn-kx-dxQf7jbrU7YHqmNZlRhNkup-SiaeJ-nRmHIgU4aU7DK3vPvgQ-TcXLvz4_o-qGjTsZqhqCxnZsNUr0NHUaMSiutCiRx2UFgtGomIYmLsfuZ5ucyoBgl8yKRVzJysiTPYy4ydeIyZfrGkN0Gs71ZCeH1luUqkE_nREgjzfqxbCfz9NJT1rg7QoboiD3PKx5HRVwyvq5bw_FEnpRsOstNaQSB-J7VE2UpBlkE7o4cRw2kVACIBUUfYmxa1S9zNUZjmFWm2RNGak0ObIEngwTqo8bm9VKDZugre2pMraEtyuaV3WuHLje_8lw6VyFa1OekQpSX1ag) [![Fix in Web](https://cursor.com/fix-in-web.svg)](https://cursor.com/agents?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9XRUIiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OjVlNTQ2M2M3LWY1NzEtNDE2OS1iYmMyLTg5ZDYwNDFjZjliNSIsImVuY3J5cHRpb25LZXkiOiJPRGNJMUdyMTY5b2NlQkdMYnNLN1lERW1QSGRwSzZhLWRuX3NWNVZWTmE0IiwiYnJhbmNoIjoic3RhdHVzLW1zZyIsInJlcG9Pd25lciI6IkNvbnNlbnN5cyIsInJlcG9OYW1lIjoidGVrdSIsInByTnVtYmVyIjo5NzEyLCJjb21taXRTaGEiOiJjMDRiYWI3MGEyZGIyMGM5ODA3Njk2YTc3ZDQ3ZGFmZDJkNjMwYjg3In0sImlhdCI6MTc1MzY4Mjk5MiwiZXhwIjoxNzU0Mjg3NzkyfQ.aJujULbYVe4_PQiAexgVncnst7rAtnqynYPU81ktrOA-C_SahxznZYgWDQDFhk1nx-GYYYgMyiAxyi7NiJdIQcVpvgxXfvcoh0U7Qleui_GOZHNwGI5aty58jN9paMnoSp3PIGQ6pNN0OqnDD9DrwQGk1YBSk6_u_IMbFE7Hog8GZNz7bM0abtErbPLXSb87kuBZk4tXuwD5ofeAvCCR3WhsU652-7Au5X7AbR4ig9aSkPv0JPdH4XMTPnjE705nSJFjQoYojbPuKUxjX7JdjkXkr0myvZ0lMGBKxpCe-5KfzLFPM1PaFRg-OKG24MkIpRMz5nxUDAQ91w9bCjARpA)

",1,0,1,1,IV,1,0,1,1
dotnet/aspnetcore,63793,2376141183,Agent_Review_Human,ARH,"The description still references 'release/10.0-rc1' branch but the actual branch target was changed to 'release/10.0-rc2'. This description should be updated to match the new branch target.
```suggestion
      description: '[Milestone Assignments] Assign Milestone to PRs merged to release/10.0-rc2 branch'
```",1,0,1,1,IV,,,,
microsoft/vscode,276164,2505103719,Agent_Review_Human,ARH,This type cast should be replaced with a proper type guard function for consistency with the refactoring pattern in this PR. Consider creating an `isArgsWithName` function similar to other type guards added in this file.,1,0,1,1,IV,,,,
prestodb/presto,26468,2474450390,Agent_Review_Human,ARH,"**suggestion (code-quality):** Prefer object destructuring when accessing and using properties. ([`use-object-destructuring`](https://docs.sourcery.ai/Reference/Rules-and-In-Line-Suggestions/JavaScript/Default-Rules/use-object-destructuring))

```suggestion
            const {lastByteInput} = dataSet.current;
```

<br/><details><summary>Explanation</summary>Object destructuring can often remove an unnecessary temporary reference, as well as making your code more succinct.

From the [Airbnb Javascript Style Guide](https://airbnb.io/javascript/#destructuring--object)
</details>",1,0,1,1,IV,,,,
OneKeyHQ/app-monorepo,8324,2338483924,Agent_Review_Human,ARH,"_ Nitpick (assertive)_

**Commit on blur, dont silently revert.**

Users expect blur to apply the page if valid. Call submit on blur instead of resetting the field.


```diff
-  const handleInputBlur = () => {
-    setInputValue(currentPage.toString());
-  };
+  const handleInputBlur = () => {
+    handleInputSubmit();
+  };
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
  const handleInputBlur = () => {
    handleInputSubmit();
  };
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In
packages/kit/src/views/Perp/components/OrderInfoPanel/List/CommonTableListView.tsx
around lines 54 to 56, the onBlur currently resets the input value to the
currentPage (setInputValue(currentPage.toString())) which silently discards user
changes; change the blur handler to call the existing submit/page-change routine
instead: on blur, parse and validate the input, call the same submit handler
used by Enter/button to apply the new page (and only revert if the value is
invalid), and update input state from the committed page after successful submit
so the field reflects the applied page.
```

</details>

<!-- fingerprinting:phantom:medusa:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",1,0,1,1,IV,,,,
dotnet/runtime,117743,2212034775,Agent_Review_Human,ARH,"The switch-target API was unified to use `GetSuccCount()` instead of `GetCaseCount()`. Replace this call with `block->GetSwitchTargets()->GetSuccCount()` to match the updated interface.
```suggestion
    const unsigned n = block->GetSwitchTargets()->GetSuccCount();
```",1,0,1,1,IV,1,0,1,1
actualbudget/actual,5750,2365583270,Agent_Review_Human,ARH,"_️ Potential issue_

**Right-edge detection broken: scrollWidth/clientWidth never set (horizontal end checks always false).**
You update heights but not widths; `hasScrolledToEnd('right')` wont work.

Apply:
```diff
-      debounce((e: Event) => {
-        const target = e.target;
-        if (target instanceof Element) {
+      debounce((e: Event) => {
+        const target = e.currentTarget as Element | null; // safer than .target with capture
+        if (target) {
           previousScrollX.current = scrollX.current;
           scrollX.current = target.scrollLeft;
-          scrollHeight.current = target.scrollHeight;
+          scrollWidth.current = target.scrollWidth;
+          clientWidth.current = target.clientWidth;
 
           previousScrollY.current = scrollY.current;
           scrollY.current = target.scrollTop;
-          clientHeight.current = target.clientHeight;
+          scrollHeight.current = target.scrollHeight;
+          clientHeight.current = target.clientHeight;
```
Optional: keep using `e.target` but ensure widths are assigned.

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
  const listenToScroll = useMemo(
    () =>
      debounce((e: Event) => {
        const target = e.currentTarget as Element | null; // safer than .target with capture
        if (target) {
          previousScrollX.current = scrollX.current;
          scrollX.current = target.scrollLeft;
          scrollWidth.current = target.scrollWidth;
          clientWidth.current = target.clientWidth;

          previousScrollY.current = scrollY.current;
          scrollY.current = target.scrollTop;
          scrollHeight.current = target.scrollHeight;
          clientHeight.current = target.clientHeight;

          const currentScrollX = scrollX.current;
          const currentScrollY = scrollY.current;

          if (currentScrollX !== undefined && currentScrollY !== undefined) {
            listeners.current.forEach(listener =>
              listener({
                scrollX: currentScrollX,
                scrollY: currentScrollY,
                isScrolling,
                hasScrolledToEnd,
              }),
            );
          }
        }
      }, delayMs),
    [delayMs, hasScrolledToEnd, isScrolling],
  );
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In packages/desktop-client/src/components/ScrollProvider.tsx around lines 132 to
161, the scroll listener updates vertical metrics but never assigns horizontal
width metrics so right-edge detection (hasScrolledToEnd('right')) always fails;
set the horizontal dimensions by assigning scrollWidth.current =
target.scrollWidth and clientWidth.current = target.clientWidth (analogous to
the vertical assignments) before computing currentScrollX/currentScrollY,
keeping the existing e.target handling and debounce.
```

</details>

<!-- fingerprinting:phantom:poseidon:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->

 Addressed in commit 1b728e6",1,0,1,1,IV,,,,
dotnet/maui,31117,2268171677,Agent_Review_Human,ARH,"This patch version change from 100 to 110 represents a potential breaking change in the public API versioning. Please verify that this is not a breaking change, as breaking changes should not be made in minor versions or service releases according to the project guidelines.",1,1,1,1,IV,1,1,1,1
membrane/api-gateway,2103,2309655502,Agent_Review_Human,ARH,"_️ Refactor suggestion_

_️ Potential issue_

**Fix unqualified enum constant and avoid duplicate lastUpTime updates across classes.**

- Using UP without qualification will not compile here. Use Status.UP or add a static import (prefer Status.UP for consistency with isUp()/isTakeOut()).
- BalancerHealthMonitor also sets lastUpTime when a node comes back UP. Keep this logic in one place (preferably here) and remove it from the monitor.



Apply:

```diff
-        if (status == UP) {
+        if (status == Status.UP) {
             lastUpTime = currentTimeMillis();
         }
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
        if (status == DOWN) {
            threads.set(0);
        }
        this.status = status;
        if (status == Status.UP) {
            lastUpTime = currentTimeMillis();
        }
    }
```

</details>

<!-- suggestion_end -->

<details>
<summary> Prompt for AI Agents</summary>

```
In core/src/main/java/com/predic8/membrane/core/interceptor/balancer/Node.java
around lines 178 to 185, replace the unqualified enum constant usage (UP) with
Status.UP to fix the compilation error and ensure consistency with existing
isUp()/isTakeOut() checks; also keep lastUpTime update only here by removing the
duplicate lastUpTime assignment from BalancerHealthMonitor so that when status
is set to Status.UP this method updates lastUpTime and the monitor no longer
does so.
```

</details>

<!-- fingerprinting:phantom:poseidon:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",1,0,1,1,IV,,,,
Automattic/wordpress-activitypub,2066,2263709644,Agent_Review_Human,ARH,"The class docstring is incorrect. This is a test class for the Tombstone class, not the HTTP class.
```suggestion
 * Test class for ActivityPub Tombstone Class
 *
 * @coversDefaultClass \Activitypub\Tombstone
```",1,0,1,1,IV,,,,
umbraco/Umbraco-CMS,20285,2384162756,Agent_Review_Human,ARH,"The code will add an 'Expires' header even when emailExpiration is null. When emailExpiration.GetValueOrDefault() is called on a null TimeSpan?, it returns TimeSpan.Zero, resulting in an expiration date in the past. Consider adding a null check to only add the header when emailExpiration has a value.
```suggestion
            if (emailExpiration.HasValue)
            {
                mimeMessage.Headers.Add(""Expires"", DateTimeOffset.UtcNow.Add(emailExpiration.Value).ToString(""R""));
            }
```",1,0,1,1,IV,,,,
ray-project/ray,54626,2208034210,Agent_Review_Human,ARH,"![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)

This `TODO` comment should be addressed or removed before merging the documentation.",1,0,1,1,IV,,,,
ydb-platform/ydb,21115,2209885813,Agent_Review_Human,ARH,"The indentation is inconsistent. This line should be indented at the same level as the other statements in the else block.
```suggestion
        row['ExpectedSlotCount'] = pdisk.ExpectedSlotCount
        row['SlotSizeInUnits'] = pdisk.PDiskConfig.SlotSizeInUnits
```",1,0,1,1,IV,,,,
wso2/carbon-identity-framework,7188,2284699678,Agent_Review_Human,ARH,"[nitpick] The configuration ""oauth.return_sp_id_to_apps"": true is being moved from line 310 to line 296. This reorganization should be documented to explain why these OAuth-related configurations are being grouped together.",1,0,1,1,IV,,,,
Azure/azure-powershell,28636,2399994535,Agent_Review_Human,ARH,"The -InputObject parameter expects a function app object, but $appName is a string. This should use -Name and -ResourceGroupName parameters instead.
```suggestion
                Remove-AzFunctionApp -Name $appName -ResourceGroupName $resourceGroupName -Force -ErrorAction SilentlyContinue
```",1,0,1,1,IV,,,,
